Datetime,Tweet Url,Text,Username,preprocessed_text,Label
2023-02-16 21:21:54+00:00,https://twitter.com/kepalanyasapi/status/1626331058324262912,partaiummat ente pikir pendukung pak prabowo diem aja,kepalanyasapi,partaiummat ent pikir pendukung prabowo diem aja,1
2023-03-12 09:00:14+00:00,https://twitter.com/Totok_Lotus/status/1634841719182327809,yg penting lihat rekam jejak wan toa,Totok_Lotus,yg lihat rekam jejak wan toa,0
2023-03-13 02:49:33+00:00,https://twitter.com/speafky/status/1635110822291869696,akibat janji politik anies yang ilegal dilegalkan,speafky,akibat janji politik ani ileg dilegalkan,1
2023-03-13 03:20:22+00:00,https://twitter.com/AdHidayat1314/status/1635118578247831552,user kaki lo jorok amat mashbis kampanye nyaleg gagal lg ya,AdHidayat1314,user kaki lo jorok mashbi kampany nyaleg gagal lg ya,0
2023-02-28 15:02:51+00:00,https://twitter.com/ChoirulAnwar999/status/1630584320795746307,seakan pdip berpesan kepada ganjar kalau ada partai lain yang mencalonkanmu jangan mau kecuali pdip yang mencalonkanmu padahal di kantong megawati ada dua nama wajar kalau ganjar galau,ChoirulAnwar999,seakan pdip berpesan ganjar partai mencalonkanmu kecuali pdip mencalonkanmu kantong megawati nama wajar ganjar galau,1
2023-01-09 03:11:28+00:00,https://twitter.com/bang_aim600/status/1612285902314950656,sajak gue percaya ibu mega amp bapak prabowo saat ini belom turun masih konsisten menjaga sospolhumkam untuk kestabilan pemerintahanpembangunan amp ekonomi klo mereka ber turun lain ceritanya bergolak hebat candradimuka,bang_aim600,sajak gue percaya mega amp prabowo belom turun konsisten menjaga sospolhumkam kestabilan pemerintahanpembangunan amp ekonomi klo ber turun ceritanya bergolak hebat candradimuka,0
2023-01-08 13:21:44+00:00,https://twitter.com/andaijaya/status/1612077092644192262,zonk itu khusus untuk pemeran gimmick di partai,andaijaya,zonk khusu pemeran gimmick partai,1
2023-03-13 05:38:03+00:00,https://twitter.com/SulistyaniDs/status/1635153224905953282,user omong ndambleh doang sama org aseng tanda tak punya prestasi gedabrus tok ini yg katanya lulusan luar weladalah malu,SulistyaniDs,user omong ndambleh doang org aseng tanda prestasi gedabru tok yg lulusan weladalah malu,1
2023-01-08 17:17:35+00:00,https://twitter.com/gladisfatt/status/1612136447196409858,prabowo menilai sistem pemilu proporsional terbuka akan lebih membuka keterwakilan dan lebih demokratis dekade mendingprabowo pilpres terusmajubersamaprabowo,gladisfatt,prabowo menilai sistem pemilu proporsion terbuka membuka keterwakilan demokrati dekad mendingprabowo pilpr terusmajubersamaprabowo,0
2023-03-12 22:34:53+00:00,https://twitter.com/MamiLilaLila/status/1635046733301575681,sebutkan junjunganmu yg biaa urus jakarta,MamiLilaLila,sebutkan junjunganmu yg biaa uru jakarta,0
2023-01-08 18:07:27+00:00,https://twitter.com/trikartikatika1/status/1612148996411371520,loe sekarang bilang prabowo baik mabuk loe,trikartikatika1,loe bilang prabowo mabuk loe,1
2022-12-07 06:01:13+00:00,https://twitter.com/ganjar_diy/status/1600369819509047296,saya rasa wajar pak ganjar maju sebagai beliau sosok yg menanugi dan ramah terhadap masyarakat pranowo,ganjar_diy,wajar ganjar maju beliau sosok yg menanugi ramah masyarakat pranowo,0
2023-03-12 14:02:37+00:00,https://twitter.com/adi_adi02115829/status/1634917817907838978,cm orang dungu yg masih usung wan aibon tukang parkir air si kelebihan bayar,adi_adi02115829,cm orang dungu yg usung wan aibon tukang parkir air si kelebihan bayar,1
2022-12-06 23:37:08+00:00,https://twitter.com/juannainggolan1/status/1600273164898299904,munafik lokamu yg punya videonyatapi orang lain yg kau salahkandan tololnya lagi ngukur dosa orang seolah dia ngak berdosaitulah kalau terlalu banyak minum kencing onta pikirannya ngak karuan dan nafsunya ngak kebendung,juannainggolan1,munafik lokamu yg videonyatapi orang yg kau salahkandan tololnya ngukur dosa orang ngak berdosaitulah minum kenc onta pikirannya ngak karuan nafsunya ngak kebendung,0
2023-01-08 22:33:43+00:00,https://twitter.com/EPWX10/status/1612216001822871552,pndukung prabowo spt arb sda adl org bejad tabiatnya kasar termasuk org ini gtgt novrinawawi smoga dilaknat oleh allah,EPWX10,pndukung prabowo spt arb sda adl org bejad tabiatnya kasar org gtgt novrinawawi smoga dilaknat allah,1
2022-12-07 04:28:59+00:00,https://twitter.com/AmaliaP40749793/status/1600346611833393153,artikel terbaru saat ini sementara tingkat keyakinan yang sama terhadap ganjar pranowo hanya sebesar dan terhadap anies baswedan sebesar lebih baik prabowo,AmaliaP40749793,artikel terbaru tingkat keyakinan ganjar pranowo ani baswedan prabowo,0
2023-03-12 14:47:17+00:00,https://twitter.com/littleg83443669/status/1634929056503435269,iya salah beras aja yg dki diumpetin yg propinsi lain dibagiin,littleg83443669,iya salah bera aja yg dki diumpetin yg propinsi dibagiin,1
2023-02-19 16:29:26+00:00,https://twitter.com/SingoYudho_/status/1627344618470932480,sekembalinya ke ri dosen uii ini harus di interogasi karena perjalanannya mencurigakan utk mencegah ops intelijen asing,SingoYudho_,sekembalinya ri dosen uii interogasi perjalanannya mencurigakan utk mencegah op intelijen ase,1
2023-03-13 00:25:13+00:00,https://twitter.com/DrRobiNurhadi/status/1635074498352541696,see an increase in peoples purchasing power small traders in indonesia have started to increase their income after covid hopefully this situation will contribute to global economic stability,DrRobiNurhadi,see an increas in peopl purchas power small trader in indonesia have start to increas their incom after covid hope thi situat will contribut to global econom stabil,0
2023-03-13 04:54:39+00:00,https://twitter.com/edtheluck/status/1635142305316483073,user nunggu ada orangan kadrun yg buat berita presiden china hijrah jadi mualaf,edtheluck,user nunggu orangan kadrun yg berita presiden china hijrah mualaf,1
2022-12-07 01:49:09+00:00,https://twitter.com/gabediarmond/status/1600306384754864130,yang tahun gak bikin karya apa hobi menata kata janji utama gagal total mau nyapres di negeri orang mending balik yaman sono nies wokwkwkwkwk mumpung presiden yaman mengundurkan diri,gabediarmond,gak bikin karya hobi menata janji utama gagal total nyapr negeri orang mend yaman sono nie wokwkwkwkwk mumpung presiden yaman mengundurkan,1
2023-03-12 14:51:31+00:00,https://twitter.com/kadrunophobia/status/1634930122917810176,uu ite ada sejak kapan drun klo goblok mbokya ga usah diumbar dimedsos,kadrunophobia,uu ite drun klo goblok mbokya ga diumbar dimedso,0
2023-03-12 09:12:24+00:00,https://twitter.com/MatahariRayya/status/1634844780785172480,yg ngomong elu yg bela gerombolan elu yang ngeles elu halusinasi akut,MatahariRayya,yg ngomong elu yg bela gerombolan elu ngele elu halusinasi akut,0
2022-12-07 05:40:30+00:00,https://twitter.com/adianasrul/status/1600364608258068481,aiko gm iya belum saatnya makanya bantuin dong sono katanya lapangan badminton lo mau dijadiin posko pemenangan bikin posko relawan aja dulu biar rame bikin dangdutan kek tipis tipis,adianasrul,aiko gm iya bantuin sono lapangan badminton lo dijadiin posko pemenangan bikin posko relawan aja biar rame bikin dangdutan kek tipi tipi,0
2022-12-06 15:46:45+00:00,https://twitter.com/CibinongAmin/status/1600154786690904065,wirapraja kadrun katak dungu turun temurun modal meme,CibinongAmin,wirapraja kadrun katak dungu turun temurun modal meme,1
2023-03-12 12:17:16+00:00,https://twitter.com/Trahbuthex007/status/1634891302776238080,sampai jembut anies ubanan gak bakalan mampu,Trahbuthex007,jembut ani ubanan gak,1
2022-12-07 05:16:13+00:00,https://twitter.com/mowglindo/status/1600358495710126085,sdh kena uu ite luh blog penyidiknya si baswedan sj bilang gak da bukti kadrun koplak bgini,mowglindo,sdh kena uu ite luh blog penyidiknya si baswedan sj bilang gak da bukti kadrun koplak bgini,1
2023-02-19 16:50:49+00:00,https://twitter.com/ore_warm/status/1627350000551460865,tweet sing dosa sopo sing salah sopo gak sekalian ae nyalahin pak yak opo ga sekalian nyalahin opo sekalian ae salah yo opo salah mu wingi nyuruh nang solo ra tok guyur mambu dadi banjir mergo grujuk uyuh mu kui telo kon,ore_warm,tweet sing dosa sopo sing salah sopo gak ae nyalahin yak opo ga nyalahin opo ae salah yo opo salah mu wingi nyuruh nang solo ra tok guyur mambu dadi banjir mergo grujuk uyuh mu kui telo kon,1
2022-12-07 06:30:26+00:00,https://twitter.com/Jentiana2/status/1600377172845531136,pemprov jateng kembali menerima predikat dalam hasil evaluasi reformasi pada tahun sebelumnya provinsi jateng ini sudah empat kali mendapat predikat pada sistem akuntabilitas kinerja instansi pemerintahan sakip berturutturut sejak lalu,Jentiana2,pemprov jateng menerima predikat hasil evaluasi reformasi provinsi jateng kali predikat sistem akuntabilita kinerja instansi pemerintahan sakip berturutturut,0
2022-12-07 11:45:36+00:00,https://twitter.com/Salmaverina/status/1600456487738146823,suheri mau bandingin dengan anies sekolah aja di pasar karya denmas bokep wkwkwkwkw,Salmaverina,suheri bandingin ani sekolah aja pasar karya denma bokep wkwkwkwkw,1
2023-03-13 07:50:34+00:00,https://twitter.com/Madd_Jibril/status/1635186574190321664,percuma ga bakal jadi presiden bukan indonesia asli,Madd_Jibril,ga presiden indonesia asli,0
2023-01-09 01:36:11+00:00,https://twitter.com/yakiniku_ale/status/1612261924858912769,tau nesu kro pgn nyagub jatim tp kudu setor nek ra salah,yakiniku_ale,tau nesu kro pgn nyagub jatim tp kudu setor nek ra salah,1
2023-03-12 12:25:22+00:00,https://twitter.com/soni_akun_kedua/status/1634893343103791106,elo pamer kekonyolanelo kira opini laku,soni_akun_kedua,elo pamer kekonyolanelo opini laku,0
2023-03-13 04:06:45+00:00,https://twitter.com/meibun69/status/1635130249699799040,user bapak intoleran,meibun69,user intoleran,0
2023-02-19 23:05:50+00:00,https://twitter.com/DarekaRendy/status/1627444375444922370,fahnoor inismyname itulah yg dinamakan gagal memahami sesuatu fakta yg benar,DarekaRendy,fahnoor inismynam yg dinamakan gagal memahami fakta yg,1
2023-03-12 12:17:16+00:00,https://twitter.com/Trahbuthex007/status/1634891302776238080,sampai jembut anies ubanan gak bakalan mampu,Trahbuthex007,jembut ani ubanan gak,1
2023-02-28 23:12:01+00:00,https://twitter.com/AzuulMalen/status/1630707422057857024,ganjar bapak presiden terhebat rakyat kalimantan tengah mendukungmu terima kasih presiden ganjar atas dedikasimu kami di,AzuulMalen,ganjar presiden terhebat rakyat kalimantan mendukungmu terima kasih presiden ganjar dedikasimu,0
2023-01-08 12:12:23+00:00,https://twitter.com/reincarnasi2/status/1612059640929583106,selamat hari ahad bung prabowo,reincarnasi2,selamat ahad prabowo,0
2023-02-16 23:21:56+00:00,https://twitter.com/MacArthuro6/status/1626361266246914048,rosiade dre coba kl ente diam aja nggak ngomong kesana ke mari kemungkinan gerinda msh ada yg milih ini eeh ente pake ngomongin segala ttg hebat prabowo nge jelekin anies lah yaaa skrg gw nggak yakin sm gerinda ini jeblok bisa krn mantan pendukung udah kapok,MacArthuro6,rosiad dre coba kl ent diam aja nggak ngomong kesana mari gerinda msh yg milih eeh ent pake ngomongin ttg hebat prabowo nge jelekin ani yaaa skrg gw nggak sm gerinda jeblok krn mantan pendukung udah kapok,1
2023-03-12 16:47:57+00:00,https://twitter.com/dirt_bandit3/status/1634959422345871362,padaal beras bansos dki jakarta sampe busuk jaman si,dirt_bandit3,padaal bera banso dki jakarta samp busuk jaman si,1
2023-02-16 23:39:18+00:00,https://twitter.com/VikiHaikal3/status/1626365634920718336,prabowo indonesia pinjamkan hercules ke turki capres pemilu dekade terusmajubersamaprabowo mendingprabowo,VikiHaikal3,prabowo indonesia pinjamkan hercul turki capr pemilu dekad terusmajubersamaprabowo mendingprabowo,0
2022-12-07 02:23:06+00:00,https://twitter.com/ArkadewiQui/status/1600314930422767616,kalian harus tau nih guys elektabilitas prabowo kian naik ungguli ganjar pranowo dan anies baswedan lebih baik prabowo,ArkadewiQui,tau nih guy elektabilita prabowo kian ungguli ganjar pranowo ani baswedan prabowo,0
2023-03-13 05:08:58+00:00,https://twitter.com/Ndo861/status/1635145908081016832,hahaiya ya forget bang,Ndo861,hahaiya ya forget bang,0
2023-03-12 12:01:30+00:00,https://twitter.com/JohnAquinoo/status/1634887336734650369,nanti klo ada survei lainnya jgn dibilng siurvei abal ya klo dibawah pas gini aja tukang survei nya di sanjung,JohnAquinoo,klo survei jgn dibilng siurvei abal ya klo dibawah pa gini aja tukang survei nya sanjung,0
2023-03-13 05:36:06+00:00,https://twitter.com/HadiWibisono10/status/1635152735904612352,user klo presidennya wan ngibul pntesan generasinya suka ngibul,HadiWibisono10,user klo presidennya wan ngibul pntesan generasinya suka ngibul,1
2022-12-07 05:52:45+00:00,https://twitter.com/foxpole/status/1600367689188265985,aiko gm also alo alo ini sdh capres belom kok sudah ngebet kampanye duluan,foxpole,aiko gm also alo alo sdh capr belom ngebet kampany duluan,1
2023-03-13 08:01:29+00:00,https://twitter.com/tobing/status/1635189321434284032,itu tak dapat gaji dan menjabat jabatan tsb karena status sebagai menteri keuangan dasar media abal pendukung dkk dll tak berkwalitas,tobing,gaji menjabat jabatan tsb statu menteri keuangan dasar media abal pendukung dkk dll berkwalita,0
2023-01-08 15:16:34+00:00,https://twitter.com/AlamTimur3/status/1612105990408929281,anaklolina jangan kan serang makan babi di masjid jis saja dia mau asal jadi presiden,AlamTimur3,anaklolina serang makan babi masjid ji presiden,1
2023-03-13 02:30:52+00:00,https://twitter.com/ariefbudiawan7/status/1635106120581914624,user kalau ada yg menjelekkan berarti ada kekurangan di user kenapa kekurangan itu tidak diperbaiki sehingga tidak dipakai oleh pihak lawan unt menyerang hanya mengcounter serangan tidak menyelesaikan masalah mus masak profesor diajari driver grab,ariefbudiawan7,user yg menjelekkan kekurangan user kekurangan diperbaiki dipakai lawan unt menyerang mengcount serangan menyelesaikan mu masak profesor diajari driver grab,0
2023-03-12 15:35:29+00:00,https://twitter.com/ArdiBaktiortu/status/1634941187231739905,bukan loncat bro semua itu ada benang merahnya sejak tahun indonesia udah ke pecah belah gegara namanya jokowi prabowo puncaknya ahok kalah oleh anis tidak bisa dipungkiri ada politik agama sebagai identitas nah ini dipakai lagi tahun tapi gagal,ArdiBaktiortu,loncat bro benang merahnya indonesia udah pecah belah gegara namanya jokowi prabowo puncaknya ahok kalah ani dipungkiri politik agama identita dipakai gagal,0
2023-03-13 04:49:41+00:00,https://twitter.com/Hiburanajaaya81/status/1635141052486270976,user mba yang pintar kirain ngerti fungsi setiap kelembagaan jadi maaf yang tolol malas ngobrol sama yang pintar bye,Hiburanajaaya81,user mba pintar kirain ngerti fungsi kelembagaan maaf tolol mala ngobrol pintar bye,1
2023-03-13 07:39:24+00:00,https://twitter.com/JohanCook11/status/1635183764061184001,perubahan jdi odgj yw,JohanCook11,perubahan jdi odgj yw,0
2023-03-12 16:47:57+00:00,https://twitter.com/dirt_bandit3/status/1634959422345871362,padaal beras bansos dki jakarta sampe busuk jaman si,dirt_bandit3,padaal bera banso dki jakarta samp busuk jaman si,1
2023-03-12 11:40:05+00:00,https://twitter.com/GalangDepari/status/1634881949176324096,anis adalah seorang pemimpin yang sangat islami dan mencerminkan islam yang indah,GalangDepari,ani pemimpin islami mencerminkan islam indah,0
2023-03-12 12:32:29+00:00,https://twitter.com/Ryan_Septian7/status/1634895132913995776,luar biasa sedikit provokasi dengan tulisan berita tidak kredibel semua pembenci anies baswedan langsung keluar dengan satu tulisan yang sama memang otaknya orangorang dungu pemakan hoax,Ryan_Septian7,provokasi tulisan berita kredibel pembenc ani baswedan langsung tulisan otaknya orangorang dungu pemakan hoax,0
2023-01-08 23:01:30+00:00,https://twitter.com/AbdulKh4lik/status/1612222997821280257,semangat pagi pak prabowo izinkan saya ikut di bapak,AbdulKh4lik,semangat pagi prabowo izinkan,0
2023-03-12 15:56:02+00:00,https://twitter.com/kariango_/status/1634946360020733956,si bahlil smenjelek jelekan rakyat indonesia yg kata ny sdm kurang mumpuni dgn sdm cina lu diem aja,kariango_,si bahlil smenjelek jelekan rakyat indonesia yg ny sdm mumpuni dgn sdm cina lu diem aja,1
2023-02-28 19:48:36+00:00,https://twitter.com/budirahardjo67/status/1630656231340933121,mantapol pak ganjarlanjutkan,budirahardjo67,mantapol ganjarlanjutkan,0
2023-01-09 07:02:06+00:00,https://twitter.com/AliHirawan/status/1612343943425056770,fakta nih temen temen elektabilitas ganjar naik karena bulan lalu memperoleh persen begitu pula dengan prabowo subianto yg elektabilitasnya di bulan lalu mencapai persen pilihan kita memang hebat ya sobat prabowo lebih baik indonesia terus maju,AliHirawan,fakta nih temen temen elektabilita ganjar memperoleh persen prabowo subianto yg elektabilitasnya mencapai persen pilihan hebat ya sobat prabowo indonesia maju,0
2023-02-19 15:38:28+00:00,https://twitter.com/JhonniSinaga20/status/1627331792394129409,ups saya peribadi dari awal sdh jatuhkan pilihan pd pak akan lbh solid jk pak menjadi wakil kalau samasama kandidat presiden maaf pak saya vote for pak ya,JhonniSinaga20,up peribadi sdh jatuhkan pilihan pd lbh solid jk wakil samasama kandidat presiden maaf vote for ya,0
2023-03-12 12:36:07+00:00,https://twitter.com/fareji/status/1634896050371837954,itulah pentingnya kuliah ambil mata kuliah agama sekalian dek jadi bisa memahami pake otak akal amp iman bodo amat beliau mau jadi presiden kek wapres kek sekjen pbb kek ni negara ga akan far better siapapun presidennya,fareji,kuliah ambil mata kuliah agama dek memahami pake otak akal amp iman bodo beliau presiden kek wapr kek sekjen pbb kek ni negara ga far better presidennya,0
2023-03-12 17:43:41+00:00,https://twitter.com/AndromedaMcfc/status/1634973448589152256,hoax pir yg bener emak lo jablay,AndromedaMcfc,hoax pir yg bener emak lo jablay,1
2023-01-09 01:15:08+00:00,https://twitter.com/nadiaarumsh/status/1612256625238368259,prabowo gajel,nadiaarumsh,prabowo gajel,1
2023-02-16 18:09:47+00:00,https://twitter.com/d_edikusuma/status/1626282709277609984,chotimah agever ri mau milih dia tapi tinggi orangnya,d_edikusuma,chotimah agev ri milih orangnya,1
2023-03-13 05:45:51+00:00,https://twitter.com/Totok_Lotus/status/1635155191061422080,user itu berpakaian secara muslim apa hubunganya ma kadrun somplak lo drun,Totok_Lotus,user berpakaian muslim hubunganya ma kadrun somplak lo drun,1
2023-03-13 04:06:33+00:00,https://twitter.com/Ipung63/status/1635130201448550400,user komplotan orang dungu dan bloon,Ipung63,user komplotan orang dungu bloon,1
2023-03-13 06:15:59+00:00,https://twitter.com/IfanRidwan1/status/1635162770634326016,user ini ada lagi orang goblog dan gila,IfanRidwan1,user orang goblog gila,1
2023-02-16 19:59:09+00:00,https://twitter.com/Disuruh_Iben/status/1626310232870895621,berita prabowo ujung tombak ri dari penjajah segini kekayaan menhan prabowo subianto cnbc indonesia,Disuruh_Iben,berita prabowo ujung tombak ri penjajah segini kekayaan menhan prabowo subianto cnbc indonesia,0
2023-01-08 12:16:02+00:00,https://twitter.com/IDNTimesJogja/status/1612060560534933504,dikabarkan menyeberang ke ppp sandiaga tabayyun ke prabowo subianto,IDNTimesJogja,dikabarkan menyeberang ppp sandiaga tabayyun prabowo subianto,0
2023-03-13 06:16:42+00:00,https://twitter.com/Elvin43127/status/1635162950968414208,user yg di kritik pemerintahnya bukan bangsa indonesia,Elvin43127,user yg kritik pemerintahnya bangsa indonesia,1
2023-01-09 07:53:51+00:00,https://twitter.com/RidhoR29/status/1612356966512480256,gmna ya itu rasanya jdi prabowo di sakiti oleh temannya sendiri,RidhoR29,gmna ya jdi prabowo sakiti temannya,1
2023-03-12 22:42:25+00:00,https://twitter.com/AyamPemburuPKI/status/1635048629152153600,pekerjaan keturunan pki bodoh hanya menyebarkan fitnah dan kebencian hati bahaya para keturunan pki bodoh yang sedang merusak persatuan nkri,AyamPemburuPKI,pekerjaan keturunan pki bodoh menyebarkan fitnah kebencian hati bahaya keturunan pki bodoh merusak persatuan nkri,1
2023-01-08 16:01:46+00:00,https://twitter.com/BatuKepla/status/1612117367202664455,saewad mad wad kalau survei unggulkan anies lu percaya ga jangan survei ganjar prabowo dan kepuasan kepada jokowi naik lu bilang ga percaya terserah lu deh,BatuKepla,saewad mad wad survei unggulkan ani lu percaya ga survei ganjar prabowo kepuasan jokowi lu bilang ga percaya terserah lu deh,1
2023-02-19 17:50:41+00:00,https://twitter.com/esputra15/status/1627365065413505026,ini kaus yang bayar bukan dari saya kan enggak ya hati nurani ya kata prabowo capres pemilu dekade terusmajubersamaprabowo mendingprabowo prabowo aja,esputra15,kau bayar ya hati nurani ya prabowo capr pemilu dekad terusmajubersamaprabowo mendingprabowo prabowo aja,0
2023-02-28 14:46:34+00:00,https://twitter.com/MakNyinyik/status/1630580224713953280,lha kau pikir yg dukung ganjar selama ini siapa kalau kadrun jelas tidak karena kadrun seleranya pemimpin goblok gayamu aja drun sok suci padahal jamaah imam cabul siapa sih yg gak tahu kadrun itu penggemar berat selangkangan,MakNyinyik,lha kau pikir yg dukung ganjar kadrun kadrun seleranya pemimpin goblok gayamu aja drun sok suci jamaah imam cabul sih yg gak kadrun penggemar berat selangkangan,0
2023-03-13 08:31:38+00:00,https://twitter.com/Seti4wone/status/1635196910138163200,topiknya stadion kok malah bahas mslh sirkuit lucu mmg pendukungnya nies,Seti4wone,topiknya stadion baha mslh sirkuit lucu mmg pendukungnya nie,0
2022-12-07 01:02:50+00:00,https://twitter.com/03__nakula/status/1600294730788544512,sahabat ganjar akan mengadakan lantunan sholawat serta doa untuk indonesia dan ganjar pranowo bersama kh muhammad ali shodiqin kegiatan ini berlangsung pada desember di lapangan sepak bola karya bhakti kabupaten kampar riau,03__nakula,sahabat ganjar mengadakan lantunan sholawat doa indonesia ganjar pranowo kh muhammad ali shodiqin kegiatan desemb lapangan sepak bola karya bhakti kabupaten kampar riau,0
2023-03-12 11:01:33+00:00,https://twitter.com/lasles_satset/status/1634872251840622592,gausah banyak drama nanti ketangkep merasa terdzalimikan taek,lasles_satset,gausah drama ketangkep terdzalimikan taek,0
2023-03-12 17:12:23+00:00,https://twitter.com/Veelgeenoo/status/1634965572705476609,udah semua lembaga survey bikin elektabilitas dia sekalian lah mantap pake banget lho,Veelgeenoo,udah lembaga survey bikin elektabilita mantap pake banget lho,0
2023-03-12 18:25:53+00:00,https://twitter.com/AccSutan/status/1634984068185214977,harus keturunan mainland dan harus bisa korupsi,AccSutan,keturunan mainland korupsi,1
2023-01-08 10:55:11+00:00,https://twitter.com/LagiBeTeAjj/status/1612040212292734976,rosiade yg suka jilat mulyono jg,LagiBeTeAjj,rosiad yg suka jilat mulyono jg,1
2023-03-13 02:46:31+00:00,https://twitter.com/wajah_baruitu/status/1635110059247276034,janji manis anies berujung tragis,wajah_baruitu,janji mani ani berujung tragi,1
2023-03-13 02:22:55+00:00,https://twitter.com/anandadeann/status/1635104120750366722,user janji janji doang bisanya anies,anandadeann,user janji janji doang bisanya ani,1
2023-03-12 14:06:28+00:00,https://twitter.com/ndifo12/status/1634918783856017414,komennya anda sesuai dengan nama akunnya asal nyocooot emang bener jari telunjuk utk org lain jari yg lain ke arah mukanya sendiri,ndifo12,komennya sesuai nama akunnya nyocooot emang bener jari telunjuk utk org jari yg arah mukanya,0
2023-03-13 00:54:55+00:00,https://twitter.com/Burhan75568087/status/1635081975592779776,alhamdulillah gw ga punya tetangga pekaes,Burhan75568087,alhamdulillah gw ga tetangga peka,0
2023-03-13 00:35:44+00:00,https://twitter.com/AyamPemburuPKI/status/1635077145520402432,selalu waspada pak jangan sampai kejadian ke novel baswedan terulanghati pak,AyamPemburuPKI,waspada kejadian novel baswedan terulanghati,0
2022-12-06 19:44:32+00:00,https://twitter.com/AntiPerjuangan/status/1600214628730273798,korupsi setengah milyar di ganjar penghargaan gak penghargaan hasil nyogok kan njar,AntiPerjuangan,korupsi milyar ganjar penghargaan gak penghargaan hasil nyogok njar,1
2023-03-13 05:30:14+00:00,https://twitter.com/TaufiqNoegg/status/1635151257320165378,user iya belum bantuan dari jokowi yang pasti,TaufiqNoegg,user iya bantuan jokowi,0
2023-03-12 18:24:47+00:00,https://twitter.com/lussaclaw/status/1634983793974194176,elektabilitas mang dadang dan mang acip ungguli anies baswedan di survei opi lokasi survey dirahasiakanorg yg disurvey anak istri mang dadang dan mang acip beserta keluarga dekatnya,lussaclaw,elektabilita mang dadang mang acip ungguli ani baswedan survei opi lokasi survey dirahasiakanorg yg disurvey anak istri mang dadang mang acip beserta keluarga dekatnya,0
2023-03-13 04:18:31+00:00,https://twitter.com/surya0377/status/1635133210844864512,user lho bajingan itu sebutan orang yg gk tau diri bos maling itu pencuri dan sesuai data semuanya melekat di user,surya0377,user lho bajingan sebutan orang yg gk tau bo male pencuri sesuai data melekat user,1
2023-01-08 10:34:33+00:00,https://twitter.com/aboutmalangcom/status/1612035018188288002,ternyata ini olahraga bela diri favorit prabowo subianto simak ceritanya saat bertemu dengan sang guru,aboutmalangcom,olahraga bela favorit prabowo subianto simak ceritanya bertemu sang guru,0
2023-01-08 13:42:07+00:00,https://twitter.com/SeputariNews/status/1612082223917957125,menteri pertahanan menhan republik indonesia prabowo subianto dianugerahi bintang legiun veteran republik indonesia lvri atas darma baktinya untuk perkembangan dan kemajuan lvri selengkapnya,SeputariNews,menteri pertahanan menhan republik indonesia prabowo subianto dianugerahi bintang legiun veteran republik indonesia lvri darma baktinya perkembangan kemajuan lvri selengkapnya,0
2022-12-07 06:01:15+00:00,https://twitter.com/JambiSorot/status/1600369830833577985,ribuan santri konsolidasi satukan suara dukung pranowo,JambiSorot,ribuan santri konsolidasi satukan suara dukung pranowo,0
2023-02-16 23:30:49+00:00,https://twitter.com/silvi_wulann/status/1626363500917583872,jatim merupakan barometer dari ruh nkri pungkas prabowo,silvi_wulann,jatim baromet ruh nkri pungka prabowo,0
2023-03-12 10:14:39+00:00,https://twitter.com/lapen_mocca78/status/1634860448578441217,kata pak buzzer pak survey itu untuk kepentingan pemodal ato mo ngomong kl skrg bayarin survey agar mas jd cawapres pak kalah set dah,lapen_mocca78,buzzer survey kepentingan pemod ato mo ngomong kl skrg bayarin survey ma jd cawapr kalah set dah,0
2023-03-12 17:27:20+00:00,https://twitter.com/YakuzaValHen/status/1634969334278938626,senjata andalan lu mah gue udeh apal drun kalo gk cebong ya pki giliran ditanya markas pkinya dimana bengong emang kadrun oonnya gk pake kadaluarsa,YakuzaValHen,senjata andalan lu mah gue udeh apal drun kalo gk cebong ya pki giliran marka pkinya dimana bengong emang kadrun oonnya gk pake kadaluarsa,0
2023-03-13 04:00:06+00:00,https://twitter.com/dwi_nantoo/status/1635128574956175360,mas user merupakan contoh pemimpin yang dibutuhkan oleh indonesia utk mewujudkan keadilan kesejahteraan dan kesetaraan sosial untuk slrh rakyat indonesia user pemilugembira,dwi_nantoo,ma user contoh pemimpin dibutuhkan indonesia utk mewujudkan keadilan kesejahteraan kesetaraan sosial slrh rakyat indonesia user pemilugembira,0
2022-12-07 02:49:13+00:00,https://twitter.com/11ribu_T/status/1600321502653841408,meme yg mengandung fitnah seakan yg menulis adalah pendukung anies atau karena dengki enggak terima dng angka maka mrk buat angka untuk membullynya,11ribu_T,meme yg mengandung fitnah seakan yg menuli pendukung ani dengki terima dng angka mrk angka membullynya,0
2023-03-13 05:49:37+00:00,https://twitter.com/AnasirBj/status/1635156137099264002,user dasar batangan,AnasirBj,user dasar batangan,1
2023-03-13 01:12:55+00:00,https://twitter.com/ayuastr21700264/status/1635086503629189121,benarpak belum ada tandinganyakarna belum ada lawan yg bisa ngibul melebihi wan aica aibon yohanes,ayuastr21700264,benarpak tandinganyakarna lawan yg ngibul melebihi wan aica aibon yohan,0
2023-03-13 05:12:19+00:00,https://twitter.com/handrisontea/status/1635146749055754240,user eh tololkalo penangan covid di indonesia jeblokudah jutaan yg mati junjungan elo cuma minjem duit pusatbukan buat mengcover covidmalah bikin stadionkan bego,handrisontea,user eh tololkalo penangan covid indonesia jeblokudah jutaan yg mati junjungan elo minjem duit pusatbukan mengcov covidmalah bikin stadionkan bego,1
